Timestamp,Is holiday,Real temperature,Feels like temperature,Humidity,Speed of wind,PM25 pollution,Atmospheric CO2,Weather type,No. of shared scooter rides
2015-03-01 1:00:00,0,11.0°C,11.0°C,77.00%,29.0 km/h,9.68 μg/m3,406.21ppm,Broken clouds,226
2015-03-01 2:00:00,0,10.5°C,,67.00%,37.0 km/h,8.37 μg/m3,403.56ppm,Broken clouds,177
2015-03-01 3:00:00,0,9.5°C,6.0°C,69.00%,29.5 km/h,4.74 μg/m3,405.61ppm,Scattered clouds,168
2015-03-01 4:00:00,0,9.0°C,5.5°C,68.50%,26.0 km/h,7.85 μg/m3,405.38ppm,Scattered clouds,81
2015-03-01 5:00:00,0,8.5°C,,68.50%,25.0 km/h,8.86 μg/m3,408.92ppm,Clear,67
2015-03-01 6:00:00,0,8.0°C,4.0°C,71.00%,26.0 km/h,6.49 μg/m3,407.0ppm,Clear,90
2015-03-01 7:00:00,0,8.0°C,5.0°C,71.00%,20.5 km/h,11.89 μg/m3,405.47ppm,Scattered clouds,136
2015-03-01 8:00:00,0,9.0°C,5.0°C,66.00%,29.5 km/h,7.78 μg/m3,402.05ppm,Scattered clouds,234
2015-03-01 9:00:00,0,9.0°C,5.0°C,66.00%,29.0 km/h,8.84 μg/m3,402.56ppm,Scattered clouds,604
2015-03-01 10:00:00,0,10.0°C,6.5°C,60.00%,32.5 km/h,9.76 μg/m3,399.93ppm,Scattered clouds,986
2015-03-01 11:00:00,0,10.0°C,6.0°C,54.00%,36.0 km/h,8.91 μg/m3,404.4ppm,Scattered clouds,1306
2015-03-01 12:00:00,0,11.0°C,11.0°C,48.50%,43.0 km/h,7.84 μg/m3,406.1ppm,Scattered clouds,1708
2015-03-01 13:00:00,0,,11.0°C,52.00%,33.0 km/h,8.6 μg/m3,405.22ppm,Scattered clouds,1807
2015-03-01 14:00:00,0,12.0°C,12.0°C,45.50%,33.0 km/h,7.71 μg/m3,406.36ppm,Scattered clouds,2006
2015-03-01 15:00:00,0,11.5°C,11.5°C,48.50%,28.5 km/h,7.86 μg/m3,409.35ppm,Scattered clouds,1784
2015-03-01 16:00:00,0,10.0°C,6.0°C,60.00%,32.0 km/h,6.28 μg/m3,403.17ppm,Scattered clouds,1472
2015-03-01 17:00:00,0,8.5°C,4.5°C,77.00%,32.5 km/h,7.61 μg/m3,403.15ppm,Rain,568
2015-03-01 18:00:00,0,9.0°C,5.0°C,71.00%,,6.2 μg/m3,405.31ppm,Scattered clouds,563
2015-03-01 19:00:00,0,7.0°C,3.0°C,76.00%,29.0 km/h,7.99 μg/m3,401.93ppm,Clear,435
2015-03-01 20:00:00,0,7.0°C,3.0°C,76.00%,,7.39 μg/m3,404.94ppm,Scattered clouds,329
2015-03-01 21:00:00,0,,3.0°C,76.00%,26.0 km/h,8.75 μg/m3,404.14ppm,Scattered clouds,239
2015-03-01 22:00:00,0,6.5°C,2.5°C,73.50%,24.0 km/h,5.76 μg/m3,402.51ppm,Scattered clouds,235
2015-03-01 23:00:00,0,6.0°C,2.5°C,73.50%,,6.61 μg/m3,402.45ppm,Scattered clouds,148
2015-03-02 0:00:00,0,5.0°C,2.0°C,78.50%,16.0 km/h,6.62 μg/m3,404.0ppm,Clear,97
2015-03-02 1:00:00,0,5.0°C,1.0°C,78.50%,19.0 km/h,7.98 μg/m3,403.67ppm,Clear,49
2015-03-02 2:00:00,0,4.0°C,0.0°C,81.00%,,7.63 μg/m3,404.34ppm,Clear,29
2015-03-02 3:00:00,0,4.0°C,0.0°C,81.00%,22.0 km/h,9.64 μg/m3,407.74ppm,Clear,19
2015-03-02 4:00:00,0,,,81.00%,24.0 km/h,8.06 μg/m3,407.15ppm,Clear,33
2015-03-02 5:00:00,0,4.0°C,-0.5°C,81.00%,,8.0 μg/m3,405.84ppm,Clear,78
2015-03-02 6:00:00,0,4.0°C,0.0°C,81.00%,,6.42 μg/m3,406.41ppm,Clear,496
2015-03-02 7:00:00,0,5.0°C,0.5°C,76.00%,24.0 km/h,7.57 μg/m3,403.01ppm,Scattered clouds,1798
2015-03-02 8:00:00,0,6.0°C,1.0°C,73.50%,30.5 km/h,6.0 μg/m3,406.29ppm,Scattered clouds,3573
2015-03-02 9:00:00,0,,1.0°C,68.50%,34.0 km/h,8.74 μg/m3,403.04ppm,Scattered clouds,1600
2015-03-02 10:00:00,0,7.0°C,2.0°C,57.00%,35.0 km/h,9.25 μg/m3,406.23ppm,Scattered clouds,772
2015-03-02 11:00:00,0,7.0°C,2.0°C,49.50%,44.5 km/h,5.74 μg/m3,408.71ppm,Scattered clouds,642
2015-03-02 12:00:00,0,8.0°C,3.0°C,44.50%,,8.07 μg/m3,407.05ppm,Scattered clouds,769
2015-03-02 13:00:00,0,8.5°C,4.0°C,43.00%,40.0 km/h,7.84 μg/m3,406.84ppm,Scattered clouds,809
2015-03-02 14:00:00,0,9.0°C,5.0°C,40.00%,,9.81 μg/m3,402.92ppm,Clear,736
2015-03-02 15:00:00,0,,5.0°C,35.50%,35.0 km/h,6.5 μg/m3,405.05ppm,Clear,897
2015-03-02 16:00:00,0,8.5°C,,40.00%,33.5 km/h,6.86 μg/m3,405.64ppm,Clear,1317
2015-03-02 17:00:00,0,8.0°C,4.0°C,,31.5 km/h,8.4 μg/m3,407.18ppm,Scattered clouds,2739
2015-03-02 18:00:00,0,7.0°C,3.0°C,47.50%,27.5 km/h,7.27 μg/m3,403.65ppm,Scattered clouds,2470
2015-03-02 19:00:00,0,,2.0°C,61.00%,21.0 km/h,7.35 μg/m3,404.91ppm,Clear,1410
2015-03-02 20:00:00,0,5.5°C,1.0°C,63.50%,,7.32 μg/m3,408.35ppm,Clear,844
2015-03-02 21:00:00,0,5.0°C,0.5°C,66.00%,25.0 km/h,8.78 μg/m3,405.23ppm,Clear,514
2015-03-02 22:00:00,0,5.0°C,0.5°C,70.00%,25.0 km/h,9.7 μg/m3,400.62ppm,Clear,360
2015-03-02 23:00:00,0,,1.0°C,70.00%,20.5 km/h,7.88 μg/m3,402.87ppm,Clear,207
2015-03-03 0:00:00,0,5.0°C,1.0°C,70.00%,,7.59 μg/m3,403.79ppm,Clear,102
2015-03-03 1:00:00,0,5.0°C,1.0°C,73.00%,22.0 km/h,9.0 μg/m3,403.1ppm,Scattered clouds,53
2015-03-03 2:00:00,0,5.0°C,1.5°C,76.00%,17.0 km/h,8.31 μg/m3,405.65ppm,Scattered clouds,32
2015-03-03 3:00:00,0,,,76.00%,9.0 km/h,8.24 μg/m3,407.43ppm,Scattered clouds,30
2015-03-03 4:00:00,0,5.0°C,2.0°C,76.00%,11.0 km/h,9.7 μg/m3,407.8ppm,Broken clouds,38
2015-03-03 5:00:00,0,6.0°C,3.0°C,73.50%,18.0 km/h,6.4 μg/m3,407.94ppm,Broken clouds,79
2015-03-03 6:00:00,0,5.5°C,1.5°C,81.50%,22.0 km/h,7.61 μg/m3,403.97ppm,Rain,574
2015-03-03 7:00:00,0,5.0°C,,84.00%,16.0 km/h,6.53 μg/m3,404.7ppm,Scattered clouds,1997
2015-03-03 8:00:00,0,6.5°C,3.5°C,78.50%,18.5 km/h,7.2 μg/m3,404.96ppm,Broken clouds,3818
2015-03-03 9:00:00,0,7.0°C,,78.50%,20.0 km/h,6.09 μg/m3,411.02ppm,Rain,1701
2015-03-03 10:00:00,0,8.0°C,4.0°C,66.50%,26.0 km/h,7.43 μg/m3,405.96ppm,Scattered clouds,805
2015-03-03 11:00:00,0,,5.5°C,54.00%,27.0 km/h,8.56 μg/m3,404.89ppm,Scattered clouds,725
2015-03-03 12:00:00,0,8.5°C,4.5°C,50.00%,31.5 km/h,4.05 μg/m3,403.36ppm,Scattered clouds,919
2015-03-03 13:00:00,0,9.0°C,5.0°C,50.00%,28.0 km/h,7.51 μg/m3,407.58ppm,Rain,885
2015-03-03 14:00:00,0,9.5°C,5.5°C,43.00%,33.0 km/h,7.87 μg/m3,402.67ppm,Rain,880
2015-03-03 15:00:00,0,9.0°C,5.5°C,50.00%,25.5 km/h,7.59 μg/m3,405.68ppm,Scattered clouds,937
2015-03-03 16:00:00,0,8.0°C,4.5°C,49.50%,26.0 km/h,5.49 μg/m3,405.01ppm,Scattered clouds,1417
2015-03-03 17:00:00,0,,3.5°C,,28.5 km/h,9.43 μg/m3,404.49ppm,Scattered clouds,2753
2015-03-03 18:00:00,0,7.0°C,3.0°C,49.00%,28.0 km/h,9.41 μg/m3,408.98ppm,Scattered clouds,2488
2015-03-03 19:00:00,0,6.5°C,2.5°C,55.00%,25.0 km/h,9.72 μg/m3,406.26ppm,Clear,1496
2015-03-03 20:00:00,0,6.0°C,2.0°C,59.00%,27.0 km/h,7.16 μg/m3,407.22ppm,Clear,810
2015-03-03 21:00:00,0,5.0°C,,66.00%,26.0 km/h,8.26 μg/m3,402.8ppm,Clear,592
2015-03-03 22:00:00,0,5.0°C,,66.00%,24.0 km/h,6.91 μg/m3,407.22ppm,Clear,426
2015-03-03 23:00:00,0,5.0°C,1.0°C,66.00%,22.0 km/h,6.39 μg/m3,407.93ppm,Scattered clouds,288
2015-03-04 0:00:00,0,4.5°C,0.0°C,70.50%,23.0 km/h,6.31 μg/m3,405.68ppm,Clear,135
2015-03-04 1:00:00,0,4.0°C,-0.5°C,75.00%,23.0 km/h,8.3 μg/m3,404.23ppm,Clear,95
2015-03-04 2:00:00,0,4.0°C,-0.5°C,75.00%,23.0 km/h,9.25 μg/m3,403.49ppm,Clear,46
2015-03-04 3:00:00,0,4.0°C,0.0°C,75.00%,18.0 km/h,9.93 μg/m3,405.16ppm,Clear,24
2015-03-04 4:00:00,0,4.0°C,0.0°C,78.00%,19.0 km/h,7.93 μg/m3,404.72ppm,Clear,22
2015-03-04 5:00:00,0,4.0°C,,81.00%,19.5 km/h,6.98 μg/m3,403.91ppm,Clear,97
2015-03-04 6:00:00,0,3.5°C,-1.0°C,84.00%,,7.85 μg/m3,406.06ppm,Clear,556
2015-03-04 7:00:00,0,4.5°C,0.5°C,75.50%,21.0 km/h,9.46 μg/m3,405.51ppm,Clear,1929
2015-03-04 8:00:00,0,5.5°C,1.5°C,68.00%,24.0 km/h,10.43 μg/m3,404.35ppm,Clear,3803
2015-03-04 9:00:00,0,6.5°C,2.0°C,63.50%,26.5 km/h,9.77 μg/m3,404.38ppm,Scattered clouds,1787
2015-03-04 10:00:00,0,7.0°C,3.0°C,61.00%,29.5 km/h,9.62 μg/m3,401.69ppm,Scattered clouds,831
2015-03-04 11:00:00,0,8.0°C,4.5°C,57.00%,26.0 km/h,10.04 μg/m3,404.77ppm,Scattered clouds,755
2015-03-04 12:00:00,0,,5.5°C,56.00%,26.0 km/h,8.11 μg/m3,402.61ppm,Broken clouds,1000
2015-03-04 13:00:00,0,,6.0°C,54.00%,24.0 km/h,8.42 μg/m3,404.32ppm,Broken clouds,1055
2015-03-04 14:00:00,0,10.0°C,7.0°C,47.00%,26.0 km/h,9.59 μg/m3,405.69ppm,Broken clouds,863
2015-03-04 15:00:00,0,10.0°C,7.0°C,47.00%,24.0 km/h,8.77 μg/m3,401.38ppm,Scattered clouds,957
2015-03-04 16:00:00,0,10.0°C,7.0°C,50.00%,20.0 km/h,9.3 μg/m3,404.5ppm,Scattered clouds,1460
2015-03-04 17:00:00,0,9.0°C,6.0°C,54.00%,18.5 km/h,7.09 μg/m3,405.77ppm,Scattered clouds,2761
2015-03-04 18:00:00,0,,6.5°C,54.00%,16.0 km/h,10.1 μg/m3,401.99ppm,Clear,2524
2015-03-04 19:00:00,0,8.0°C,5.5°C,,13.0 km/h,7.25 μg/m3,403.83ppm,Scattered clouds,1476
2015-03-04 20:00:00,0,7.5°C,5.5°C,64.00%,9.0 km/h,9.67 μg/m3,402.38ppm,Clear,907
2015-03-04 21:00:00,0,7.0°C,5.0°C,66.00%,13.0 km/h,7.87 μg/m3,406.79ppm,Clear,607
2015-03-04 22:00:00,0,6.5°C,,68.50%,10.0 km/h,7.2 μg/m3,403.78ppm,Clear,490
2015-03-04 23:00:00,0,6.0°C,3.5°C,71.00%,12.0 km/h,5.01 μg/m3,403.68ppm,Clear,305
2015-03-05 0:00:00,0,6.0°C,3.5°C,68.50%,12.0 km/h,7.67 μg/m3,406.74ppm,Clear,170
2015-03-05 1:00:00,0,4.5°C,1.5°C,72.50%,11.0 km/h,6.13 μg/m3,404.52ppm,Clear,93
2015-03-05 2:00:00,0,4.0°C,2.0°C,75.00%,9.0 km/h,6.62 μg/m3,408.65ppm,Clear,60
2015-03-05 3:00:00,0,,,78.00%,11.0 km/h,8.76 μg/m3,406.09ppm,Clear,39
2015-03-05 4:00:00,0,3.0°C,0.0°C,,11.0 km/h,5.72 μg/m3,405.93ppm,Clear,36
2015-03-05 5:00:00,0,,0.0°C,81.00%,,9.85 μg/m3,406.0ppm,Clear,86
2015-03-05 6:00:00,0,3.0°C,0.0°C,81.00%,11.0 km/h,11.78 μg/m3,407.62ppm,Clear,600
2015-03-05 7:00:00,0,3.5°C,,75.00%,12.0 km/h,7.28 μg/m3,398.8ppm,Clear,1947
2015-03-05 8:00:00,0,5.5°C,2.5°C,68.00%,14.0 km/h,9.81 μg/m3,406.39ppm,Clear,3807
2015-03-05 9:00:00,0,7.0°C,4.0°C,63.50%,15.0 km/h,5.9 μg/m3,403.37ppm,Clear,1894
2015-03-05 10:00:00,0,8.0°C,5.0°C,62.00%,17.0 km/h,8.6 μg/m3,402.64ppm,Clear,908
2015-03-05 11:00:00,0,9.5°C,7.0°C,62.00%,17.0 km/h,8.53 μg/m3,404.72ppm,Clear,783
2015-03-05 12:00:00,0,10.0°C,8.0°C,62.00%,,12.61 μg/m3,404.83ppm,Scattered clouds,1133
2015-03-05 13:00:00,0,11.0°C,11.0°C,56.00%,20.5 km/h,7.44 μg/m3,401.5ppm,Scattered clouds,1001
2015-03-05 14:00:00,0,11.5°C,11.5°C,52.50%,19.5 km/h,8.69 μg/m3,402.62ppm,Scattered clouds,1007
2015-03-05 15:00:00,0,11.5°C,11.5°C,52.50%,20.0 km/h,7.72 μg/m3,402.17ppm,Scattered clouds,1055
2015-03-05 16:00:00,0,11.0°C,11.0°C,54.00%,20.5 km/h,7.44 μg/m3,403.32ppm,Scattered clouds,1406
2015-03-05 17:00:00,0,,9.5°C,56.00%,20.5 km/h,7.79 μg/m3,406.01ppm,Scattered clouds,2680
2015-03-05 18:00:00,0,10.0°C,8.0°C,54.00%,17.0 km/h,7.72 μg/m3,404.24ppm,Scattered clouds,2503
2015-03-05 19:00:00,0,9.0°C,6.0°C,62.00%,20.0 km/h,7.05 μg/m3,405.57ppm,Broken clouds,1360
2015-03-05 20:00:00,0,9.0°C,6.0°C,62.00%,21.0 km/h,8.4 μg/m3,403.42ppm,Broken clouds,816
2015-03-05 21:00:00,0,9.0°C,,62.00%,25.0 km/h,6.66 μg/m3,407.73ppm,Cloudy,640
2015-03-05 22:00:00,0,9.0°C,6.0°C,62.00%,24.0 km/h,7.4 μg/m3,404.09ppm,Cloudy,501
2015-03-05 23:00:00,0,8.0°C,4.5°C,64.00%,22.5 km/h,10.88 μg/m3,406.79ppm,Cloudy,371
2015-03-06 0:00:00,0,8.0°C,4.5°C,66.00%,22.0 km/h,7.83 μg/m3,405.13ppm,Cloudy,227
2015-03-06 1:00:00,0,8.0°C,5.0°C,64.00%,17.0 km/h,9.33 μg/m3,403.45ppm,Cloudy,126
2015-03-06 2:00:00,0,8.0°C,5.0°C,64.00%,15.0 km/h,7.89 μg/m3,409.34ppm,Cloudy,74
2015-03-06 3:00:00,0,8.0°C,,62.00%,19.0 km/h,9.15 μg/m3,407.47ppm,Cloudy,56
2015-03-06 4:00:00,0,8.0°C,5.0°C,64.00%,15.0 km/h,7.74 μg/m3,404.57ppm,Cloudy,57
2015-03-06 5:00:00,0,7.5°C,5.0°C,64.00%,14.0 km/h,4.12 μg/m3,406.84ppm,Cloudy,88
2015-03-06 6:00:00,0,7.0°C,4.5°C,71.00%,13.0 km/h,7.95 μg/m3,404.97ppm,Scattered clouds,491
2015-03-06 7:00:00,0,7.0°C,5.5°C,71.00%,9.0 km/h,6.5 μg/m3,404.46ppm,Scattered clouds,1751
2015-03-06 8:00:00,0,7.5°C,5.5°C,68.50%,12.0 km/h,7.55 μg/m3,403.6ppm,Broken clouds,3548
2015-03-06 9:00:00,0,8.5°C,,64.00%,19.5 km/h,9.03 μg/m3,404.98ppm,Broken clouds,1788
2015-03-06 10:00:00,0,10.0°C,7.0°C,62.00%,22.0 km/h,10.72 μg/m3,405.63ppm,Scattered clouds,940
2015-03-06 11:00:00,0,11.0°C,11.0°C,58.00%,23.0 km/h,5.89 μg/m3,405.43ppm,Scattered clouds,944
2015-03-06 12:00:00,0,12.0°C,12.0°C,56.00%,21.0 km/h,7.64 μg/m3,406.16ppm,Clear,1234
2015-03-06 13:00:00,0,12.0°C,,56.00%,26.0 km/h,8.03 μg/m3,404.95ppm,Clear,1318
2015-03-06 14:00:00,0,13.0°C,13.0°C,53.00%,23.0 km/h,8.07 μg/m3,402.39ppm,Clear,1252
2015-03-06 15:00:00,0,12.0°C,12.0°C,54.00%,24.0 km/h,8.08 μg/m3,405.8ppm,Clear,1292
2015-03-06 16:00:00,0,11.5°C,11.5°C,56.00%,22.0 km/h,8.84 μg/m3,403.53ppm,Clear,1825
2015-03-06 17:00:00,0,10.5°C,9.0°C,58.00%,20.0 km/h,7.34 μg/m3,401.65ppm,Clear,2879
2015-03-06 18:00:00,0,9.0°C,6.0°C,62.00%,18.5 km/h,7.7 μg/m3,404.48ppm,Clear,2111
2015-03-06 19:00:00,0,,5.5°C,64.00%,18.5 km/h,8.59 μg/m3,403.88ppm,Clear,1220
2015-03-06 20:00:00,0,8.0°C,5.5°C,71.00%,14.0 km/h,6.95 μg/m3,403.24ppm,Clear,747
2015-03-06 21:00:00,0,8.0°C,5.0°C,71.00%,,7.11 μg/m3,402.31ppm,Clear,553
2015-03-06 22:00:00,0,8.0°C,6.0°C,,10.0 km/h,7.9 μg/m3,405.48ppm,Clear,453
2015-03-06 23:00:00,0,,6.5°C,,7.0 km/h,7.11 μg/m3,403.6ppm,Clear,363
2015-03-07 0:00:00,0,9.0°C,7.5°C,64.00%,10.0 km/h,6.53 μg/m3,403.04ppm,Clear,347
2015-03-07 1:00:00,0,9.0°C,6.5°C,66.00%,16.0 km/h,6.36 μg/m3,405.7ppm,Clear,222
2015-03-07 2:00:00,0,9.0°C,6.0°C,66.00%,17.0 km/h,7.93 μg/m3,404.49ppm,Clear,206
2015-03-07 3:00:00,0,9.0°C,6.0°C,68.50%,19.0 km/h,10.06 μg/m3,405.62ppm,Clear,147
2015-03-07 4:00:00,0,,6.0°C,71.00%,18.0 km/h,8.59 μg/m3,404.58ppm,Clear,87
2015-03-07 5:00:00,0,9.0°C,6.0°C,71.00%,21.0 km/h,6.57 μg/m3,405.6ppm,Clear,75
2015-03-07 6:00:00,0,8.5°C,5.5°C,73.50%,18.0 km/h,10.32 μg/m3,401.97ppm,Clear,78
2015-03-07 7:00:00,0,9.0°C,6.0°C,71.00%,21.0 km/h,7.25 μg/m3,407.78ppm,Clear,168
2015-03-07 8:00:00,0,10.0°C,,,22.0 km/h,10.38 μg/m3,401.43ppm,Clear,457
2015-03-07 9:00:00,0,11.5°C,11.5°C,60.00%,19.5 km/h,7.89 μg/m3,406.59ppm,Clear,869
2015-03-07 10:00:00,0,13.0°C,,53.00%,25.0 km/h,8.4 μg/m3,404.65ppm,Clear,1266
2015-03-07 11:00:00,0,13.5°C,13.5°C,53.00%,25.0 km/h,7.45 μg/m3,409.24ppm,Clear,1880
2015-03-07 12:00:00,0,15.0°C,15.0°C,48.00%,23.0 km/h,7.55 μg/m3,405.0ppm,Clear,2460
2015-03-07 13:00:00,0,16.0°C,16.0°C,45.00%,23.0 km/h,10.07 μg/m3,406.25ppm,Clear,2830
2015-03-07 14:00:00,0,16.0°C,16.0°C,46.50%,23.0 km/h,7.73 μg/m3,400.76ppm,Clear,3118
2015-03-07 15:00:00,0,15.0°C,15.0°C,49.50%,22.5 km/h,9.41 μg/m3,407.39ppm,Clear,3179
2015-03-07 16:00:00,0,14.5°C,14.5°C,53.00%,25.0 km/h,8.07 μg/m3,405.84ppm,Clear,3057
2015-03-07 17:00:00,0,12.5°C,12.5°C,61.00%,20.5 km/h,7.83 μg/m3,401.34ppm,Clear,2622
2015-03-07 18:00:00,0,11.0°C,11.0°C,67.00%,16.0 km/h,8.94 μg/m3,403.57ppm,Clear,1432
2015-03-07 19:00:00,0,9.5°C,7.0°C,76.50%,17.0 km/h,7.82 μg/m3,404.29ppm,Clear,857
2015-03-07 20:00:00,0,9.0°C,7.0°C,76.00%,14.0 km/h,6.82 μg/m3,407.1ppm,Clear,600
2015-03-07 21:00:00,0,9.0°C,8.0°C,76.00%,8.0 km/h,6.86 μg/m3,404.37ppm,Clear,535
2015-03-07 22:00:00,0,9.0°C,8.0°C,79.00%,7.0 km/h,8.87 μg/m3,402.34ppm,Clear,464
2015-03-07 23:00:00,0,9.0°C,7.0°C,82.00%,11.0 km/h,4.69 μg/m3,404.01ppm,Clear,409
2015-03-08 0:00:00,0,9.0°C,7.5°C,82.00%,10.0 km/h,8.56 μg/m3,406.02ppm,Clear,394
2015-03-08 1:00:00,0,8.5°C,7.5°C,81.50%,6.5 km/h,5.84 μg/m3,404.7ppm,Clear,345
2015-03-08 2:00:00,0,8.0°C,5.5°C,87.00%,13.0 km/h,8.26 μg/m3,406.24ppm,Clear,257
2015-03-08 3:00:00,0,7.5°C,6.0°C,90.00%,10.0 km/h,10.01 μg/m3,400.05ppm,Scattered clouds,173
2015-03-08 4:00:00,0,8.0°C,6.0°C,87.00%,10.0 km/h,6.67 μg/m3,408.58ppm,Scattered clouds,99
2015-03-08 5:00:00,0,7.5°C,5.0°C,87.00%,,8.79 μg/m3,404.87ppm,Scattered clouds,70
2015-03-08 6:00:00,0,8.0°C,4.5°C,84.50%,23.0 km/h,9.69 μg/m3,405.57ppm,Cloudy,100
2015-03-08 7:00:00,0,8.0°C,5.5°C,82.00%,14.0 km/h,7.14 μg/m3,406.66ppm,Broken clouds,146
2015-03-08 8:00:00,0,9.0°C,7.5°C,79.00%,9.0 km/h,7.03 μg/m3,407.46ppm,Scattered clouds,345
2015-03-08 9:00:00,0,10.5°C,9.5°C,74.00%,15.0 km/h,8.56 μg/m3,407.24ppm,Clear,775
2015-03-08 10:00:00,0,12.0°C,12.0°C,69.50%,19.5 km/h,9.87 μg/m3,403.35ppm,Scattered clouds,1390
2015-03-08 11:00:00,0,13.5°C,13.5°C,67.00%,21.0 km/h,11.42 μg/m3,401.6ppm,Scattered clouds,1835
2015-03-08 12:00:00,0,13.5°C,13.5°C,69.50%,21.0 km/h,6.89 μg/m3,405.95ppm,Scattered clouds,2179
2015-03-08 13:00:00,0,13.0°C,13.0°C,72.00%,21.0 km/h,8.97 μg/m3,407.34ppm,Broken clouds,2077
2015-03-08 14:00:00,0,13.0°C,13.0°C,72.00%,24.0 km/h,7.28 μg/m3,405.96ppm,Broken clouds,2045
2015-03-08 15:00:00,0,12.0°C,12.0°C,77.00%,20.0 km/h,6.31 μg/m3,400.79ppm,Broken clouds,1664
2015-03-08 16:00:00,0,12.5°C,12.5°C,74.50%,21.0 km/h,7.65 μg/m3,409.07ppm,Scattered clouds,1489
2015-03-08 17:00:00,0,12.0°C,12.0°C,77.00%,17.0 km/h,7.65 μg/m3,403.92ppm,Scattered clouds,1398
2015-03-08 18:00:00,0,11.0°C,11.0°C,82.00%,11.0 km/h,8.13 μg/m3,406.69ppm,Scattered clouds,1155
2015-03-08 19:00:00,0,10.5°C,,76.50%,16.0 km/h,8.63 μg/m3,401.16ppm,Scattered clouds,671
2015-03-08 20:00:00,0,9.5°C,8.0°C,79.00%,,8.35 μg/m3,407.77ppm,Broken clouds,481
2015-03-08 21:00:00,0,9.0°C,8.0°C,79.00%,6.5 km/h,9.82 μg/m3,406.97ppm,Scattered clouds,406
2015-03-08 22:00:00,0,8.0°C,,82.00%,5.0 km/h,10.82 μg/m3,404.12ppm,Broken clouds,298
2015-03-08 23:00:00,0,7.5°C,7.0°C,81.50%,5.0 km/h,8.02 μg/m3,407.56ppm,Scattered clouds,225
2015-03-09 0:00:00,0,,,81.00%,2.0 km/h,7.26 μg/m3,405.35ppm,Clear,126
2015-03-09 1:00:00,0,6.0°C,,81.00%,6.5 km/h,7.7 μg/m3,406.66ppm,Clear,79
2015-03-09 2:00:00,0,5.5°C,3.5°C,81.00%,8.0 km/h,7.65 μg/m3,404.75ppm,Clear,33
2015-03-09 3:00:00,0,5.0°C,3.0°C,81.00%,7.0 km/h,7.11 μg/m3,403.57ppm,Clear,20
2015-03-09 4:00:00,0,5.0°C,4.0°C,81.00%,6.0 km/h,5.75 μg/m3,408.61ppm,Clear,31
2015-03-09 5:00:00,0,5.0°C,4.5°C,81.00%,5.0 km/h,5.98 μg/m3,405.94ppm,Scattered clouds,80
2015-03-09 6:00:00,0,5.0°C,3.0°C,81.00%,7.0 km/h,9.03 μg/m3,402.21ppm,Scattered clouds,519
2015-03-09 7:00:00,0,6.0°C,4.0°C,76.00%,9.5 km/h,9.12 μg/m3,405.29ppm,Broken clouds,1972
2015-03-09 8:00:00,0,7.5°C,5.5°C,71.00%,11.0 km/h,8.49 μg/m3,406.39ppm,Clear,3886
2015-03-09 9:00:00,0,9.0°C,6.0°C,73.50%,17.0 km/h,7.64 μg/m3,407.22ppm,Scattered clouds,1794
2015-03-09 10:00:00,0,9.0°C,6.5°C,79.00%,18.5 km/h,7.24 μg/m3,409.28ppm,Broken clouds,807
2015-03-09 11:00:00,0,9.0°C,6.0°C,87.00%,19.0 km/h,5.94 μg/m3,406.24ppm,Broken clouds,770
2015-03-09 12:00:00,0,9.5°C,7.0°C,84.50%,18.0 km/h,7.02 μg/m3,403.54ppm,Broken clouds,875
2015-03-09 13:00:00,0,10.0°C,7.0°C,82.00%,21.0 km/h,6.9 μg/m3,404.56ppm,Broken clouds,962
2015-03-09 14:00:00,0,10.0°C,,82.00%,20.0 km/h,5.88 μg/m3,407.61ppm,Broken clouds,843
2015-03-09 15:00:00,0,10.0°C,8.0°C,82.00%,18.0 km/h,8.33 μg/m3,403.6ppm,Broken clouds,908
2015-03-09 16:00:00,0,10.0°C,7.5°C,82.00%,19.5 km/h,6.89 μg/m3,405.41ppm,Cloudy,1378
2015-03-09 17:00:00,0,10.0°C,7.5°C,88.00%,20.5 km/h,8.06 μg/m3,404.03ppm,Broken clouds,2841
2015-03-09 18:00:00,0,10.0°C,7.0°C,88.00%,22.0 km/h,5.78 μg/m3,404.37ppm,Broken clouds,2562
2015-03-09 19:00:00,0,10.0°C,7.0°C,88.00%,20.0 km/h,8.88 μg/m3,404.54ppm,Cloudy,1467
2015-03-09 20:00:00,0,10.0°C,8.0°C,91.00%,19.0 km/h,8.64 μg/m3,405.45ppm,Broken clouds,828
2015-03-09 21:00:00,0,11.0°C,11.0°C,88.00%,15.0 km/h,7.23 μg/m3,404.72ppm,Cloudy,640
2015-03-09 22:00:00,0,11.0°C,11.0°C,88.00%,17.0 km/h,10.06 μg/m3,401.77ppm,Rain,382
2015-03-09 23:00:00,0,10.0°C,8.0°C,91.00%,17.0 km/h,7.88 μg/m3,407.46ppm,Scattered clouds,234
2015-03-10 0:00:00,0,10.0°C,7.5°C,79.00%,19.5 km/h,8.2 μg/m3,407.22ppm,Clear,127
2015-03-10 1:00:00,0,9.5°C,7.5°C,79.00%,16.0 km/h,5.66 μg/m3,405.42ppm,Clear,59
2015-03-10 2:00:00,0,8.5°C,5.5°C,82.00%,16.0 km/h,6.83 μg/m3,407.51ppm,Clear,37
2015-03-10 3:00:00,0,8.0°C,5.5°C,82.00%,14.0 km/h,7.02 μg/m3,406.49ppm,Clear,14
